1,2.90848583903224,-117.851730184802
2,4.25235003225356,-117.885024341635
3,5.56506566026672,-117.998464740669
4,6.8458043485524,-118.188085916572
5,8.09373772259129,-118.449922404015
6,9.30803740786408,-118.780008737666
7,10.4878750298515,-119.174379452195
8,11.6324222140341,-119.629069082272
9,12.7408505858928,-120.140112162566
10,13.8123317709081,-120.703543227746
11,14.8460373945608,-121.315396812483
12,15.8411390823315,-121.971707451445
13,16.7968084597009,-122.668509679301
14,17.7122171521498,-123.401838030723
15,18.5865367851588,-124.167727040378
16,19.4189389842086,-124.962211242936
17,20.2085953747799,-125.781325173068
18,20.9546775823534,-126.621103365442
19,21.6563572324098,-127.477580354727
20,22.3128059504298,-128.346790675594
21,22.923195361894,-129.224768862712
22,23.4866970922832,-130.10754945075
23,24.002482767078,-130.991166974378
24,24.4697240117591,-131.871655968264
25,24.8875924518073,-132.74505096708
26,25.2552597127032,-133.607386505494
27,25.5718974199275,-134.454697118176
28,25.8366771989609,-135.283017339794
29,26.0487706752841,-136.088381705019
30,26.2074356216719,-136.866978059197
31,26.3133768162297,-137.617569387945
32,26.3684997149746,-138.341055444433
33,26.3747461173133,-139.038400659775
34,26.3340578226525,-139.710569465084
35,26.248376630399,-140.358526291474
36,26.1196443399596,-140.983235570057
37,25.9498027507408,-141.585661731946
38,25.7407936621496,-142.166769208255
39,25.4945588735925,-142.727522430097
40,25.2130401844764,-143.268885828585
41,24.898179394208,-143.791823834833
42,24.551918302194,-144.297300879952
43,24.1761987078412,-144.786281395057
44,23.7729624105563,-145.259729811261
45,23.3441512097459,-145.718610559677
46,22.8917069048169,-146.163888071417
47,22.4175712951761,-146.596526777595
48,21.92368618023,-147.017491109325
49,21.4119933593855,-147.427745497719
50,20.8844346320493,-147.828254373891
51,20.3429517976281,-148.219982168953
52,19.7894866555287,-148.603893314019
53,19.2259810051577,-148.980952240202
54,18.6543766459221,-149.352123378615
55,18.0766153772283,-149.718371160372
56,17.4946389984833,-150.080660016584
57,16.9103893090937,-150.439954378367
58,16.3258071221939,-150.79721786863
59,15.7423322245443,-151.153003543868
60,15.1600897018102,-151.506787127828
61,14.5789916048207,-151.857869772709
62,13.9989499844049,-152.205552630711
63,13.4198768913918,-152.549136854032
64,12.8416843766106,-152.887923594873
65,12.2642844908903,-153.221214005432
66,11.6875892850601,-153.548309237909
67,11.1115108099491,-153.868510444502
68,10.5359611163863,-154.181118777413
